0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.498196413470097840e-02
2.000000000000000000e+00,1.498917848082058635e-01
3.000000000000000000e+00,4.746573185593186417e-01
4.000000000000000000e+00,1.099206421926843147e+00
5.000000000000000000e+00,2.123466951449583640e+00
6.000000000000000000e+00,3.647366763666343825e+00
7.000000000000000000e+00,5.770833715115927021e+00
8.000000000000000000e+00,8.593795662337138097e+00
9.000000000000000000e+00,1.221618046186878104e+01
1.000000000000000000e+01,1.673791597024965938e+01
1.100000000000000000e+01,2.225893004401857667e+01
1.200000000000000000e+01,2.887915053971433821e+01
1.300000000000000000e+01,3.669850531387574222e+01
1.400000000000000000e+01,4.581692222304160111e+01
1.500000000000000000e+01,5.633432912375072021e+01
1.600000000000000000e+01,6.835065387254189773e+01
1.700000000000000000e+01,8.196582432595393186e+01
1.800000000000000000e+01,9.727976834052563504e+01
1.900000000000000000e+01,1.143924137727958055e+02
2.000000000000000000e+01,1.334036884793032414e+02
2.100000000000000000e+01,1.544135203165867551e+02
2.200000000000000000e+01,1.770697245426266875e+02
2.300000000000000000e+01,2.003480406279003034e+02
2.400000000000000000e+01,2.236263567131739194e+02
2.500000000000000000e+01,2.469046727984475353e+02
2.600000000000000000e+01,2.701829888837211229e+02
2.700000000000000000e+01,2.934613049689947388e+02
2.800000000000000000e+01,3.167396210542683548e+02
2.900000000000000000e+01,3.400179371395419707e+02
3.000000000000000000e+01,3.632962532248155867e+02
3.100000000000000000e+01,3.865745693100892026e+02
3.200000000000000000e+01,4.098528853953628186e+02
3.300000000000000000e+01,4.331312014806364346e+02
3.400000000000000000e+01,4.564095175659100505e+02
3.500000000000000000e+01,4.796878336511836665e+02
3.600000000000000000e+01,5.029661497364572824e+02
3.700000000000000000e+01,5.262444658217308415e+02
3.800000000000000000e+01,5.495227819070044006e+02
3.900000000000000000e+01,5.728010979922779597e+02
4.000000000000000000e+01,5.960794140775515189e+02
4.100000000000000000e+01,6.193577301628250780e+02
4.200000000000000000e+01,6.426360462480986371e+02
4.300000000000000000e+01,6.654024384797182847e+02
4.400000000000000000e+01,6.871535168044305237e+02
4.500000000000000000e+01,7.079063488230362964e+02
4.600000000000000000e+01,7.276780021363364312e+02
4.700000000000000000e+01,7.464855443451318706e+02
4.800000000000000000e+01,7.643460430502235567e+02
4.900000000000000000e+01,7.812765658524123182e+02
5.000000000000000000e+01,7.972941803524992110e+02
5.100000000000000000e+01,8.124159541512850637e+02
5.200000000000000000e+01,8.266589548495708186e+02
5.300000000000000000e+01,8.400402500481573043e+02
5.400000000000000000e+01,8.525769073478455766e+02
5.500000000000000000e+01,8.642859943494364643e+02
5.600000000000000000e+01,8.751845786537309095e+02
5.700000000000000000e+01,8.852897278615297409e+02
5.800000000000000000e+01,8.946185095736340145e+02
5.900000000000000000e+01,9.031879913908445587e+02
6.000000000000000000e+01,9.110152409139623160e+02
6.100000000000000000e+01,9.181173257437881148e+02
6.200000000000000000e+01,9.245113134811230111e+02
